Name,Size,Price,Link,MRP
St. George’s Wrightia Tinctoria Mother Tincture Q,bottle of 30 ml Mother Tincture,229,https://www.1mg.com/otc/st.-george-s-wrightia-tinctoria-mother-tincture-q-otc473916,MRP₹2353% OFF
Bjain Robinia Pseudocacia Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bjain-robinia-pseudocacia-dilution-6-ch-otc434289,
Wheezal Comocladia Dentata Dilution 10M,bottle of 30 ml Dilution,245,https://www.1mg.com/otc/wheezal-comocladia-dentata-dilution-10m-otc932111,MRP₹27511% OFF
Bakson's Homeopathy Janosia Ashoka Dilution 10M,bottle of 30 ml Dilution,290,https://www.1mg.com/otc/bakson-s-homeopathy-janosia-ashoka-dilution-10m-otc764438,MRP₹3158% OFF
Bjain Chlorum Dilution 30C,bottle of 12 ml Dilution,51,https://www.1mg.com/otc/bjain-chlorum-dilution-30c-otc713959,MRP₹6015% OFF
Bakson's Homeopathy Dilution Chloropromazine 1M,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-dilution-chloropromazine-1m-otc757734,MRP₹1409% OFF
Dr. Reckeweg Alumen Dilution 6 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-alumen-dilution-6-ch-otc372884,
Dr Willmar Schwabe India Lobelia Inflata Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-lobelia-inflata-dilution-12-ch-otc405047,
Dr. Reckeweg Allium Cepa Dilution 30 CH,bottle of 100 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-allium-cepa-dilution-30-ch-otc573462,
Dr Willmar Schwabe India Natrum Bromatum Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-natrum-bromatum-dilution-12-ch-otc395279,
Bakson's Homeopathy Colchicum Autumnale Dilution 50M,bottle of 30 ml Dilution,322,https://www.1mg.com/otc/bakson-s-homeopathy-colchicum-autumnale-dilution-50m-otc758266,MRP₹3508% OFF
LDD Bioscience Baryta Carb Dilution 6 CH,bottle of 100 ml Dilution,172,https://www.1mg.com/otc/ldd-bioscience-baryta-carb-dilution-6-ch-otc850979,MRP₹1804% OFF
Dr. Majumder Homeo World Acidum Tannicum Dilution (30ml Each) 10M,combo pack of 2 bottles,540,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-tannicum-dilution-30ml-each-10m-otc854078,MRP₹65017% OFF
Bjain Petroleum Dilution 200 CH,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-petroleum-dilution-200-ch-otc701936,
Bakson's Homeopathy Bufo Rana Dilution 30,bottle of 30 ml Dilution,92,https://www.1mg.com/otc/bakson-s-homeopathy-bufo-rana-dilution-30-otc755315,MRP₹1008% OFF
New Life Constip-NL Drop,bottle of 30 ml Drop,112,https://www.1mg.com/otc/new-life-constip-nl-drop-otc701649,MRP₹1207% OFF
Wheezal Acidum Carbolicum Dilution 30,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-acidum-carbolicum-dilution-30-otc897950,MRP₹10011% OFF
SBL Carduus Benedictus Dilution 30 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-carduus-benedictus-dilution-30-ch-otc351635,MRP₹1007% OFF
Bjain Scutellaria Dilution 30 CH,bottle of 100 ml Dilution,162,https://www.1mg.com/otc/bjain-scutellaria-dilution-30-ch-otc433610,MRP₹18010% OFF
SBL Phaseolus Vulgaris Dilution 3 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-phaseolus-vulgaris-dilution-3-ch-otc355975,MRP₹1007% OFF
Dr Willmar Schwabe India Dizester Digestive Tonic Sugar Free,bottle of 200 ml Tonic,,https://www.1mg.com/otc/dr-willmar-schwabe-india-dizester-digestive-tonic-sugar-free-otc602818,
LDD Bioscience Santoninum 3X,bottle of 25 gm Tablet,,https://www.1mg.com/otc/ldd-bioscience-santoninum-3x-otc743968,
SBL Lycopodium Clavatum 0/14 LM,bottle of 20 gm Globules,,https://www.1mg.com/otc/sbl-lycopodium-clavatum-0-14-lm-otc365608,
Dr Willmar Schwabe Germany Badiaga Dilution 30,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-germany-badiaga-dilution-30-otc694892,
Bjain Nux Vomica Dilution 3X,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bjain-nux-vomica-dilution-3x-otc436297,
Pioneer Pharma Folliculinum Globules Pellet Multidose Pills 200 CH,bottle of 150 tablets,,https://www.1mg.com/otc/pioneer-pharma-folliculinum-globules-pellet-multidose-pills-200-ch-otc920773,
Similia Biocom No.1 Tablet,bottle of 450 gm Biocombination Tablet,586,https://www.1mg.com/otc/similia-biocom-no.1-tablet-otc573760,MRP₹71017% OFF
Bjain Borax Dilution 30 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bjain-borax-dilution-30-ch-otc435867,
Bjain Cucurbita Pepo Dilution 1000 CH,bottle of 12 ml Dilution,85,https://www.1mg.com/otc/bjain-cucurbita-pepo-dilution-1000-ch-otc713077,MRP₹10015% OFF
Dr. Majumder Homeo World Aloe Socotrina Dilution (30ml Each) 6,box of 1 Bottle,,https://www.1mg.com/otc/dr.-majumder-homeo-world-aloe-socotrina-dilution-30ml-each-6-otc862376,
Wheezal Hepar Sulphur Globules 0/18 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-hepar-sulphur-globules-0-18-lm-otc894464,MRP₹1807% OFF
Dr Willmar Schwabe India Viola Tricolor Dilution 30 CH,bottle of 30 ml Dilution,88.7,https://www.1mg.com/otc/dr-willmar-schwabe-india-viola-tricolor-dilution-30-ch-otc391775,MRP₹901% OFF
Bio India Bach Flower Crab Apple,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bio-india-bach-flower-crab-apple-otc517693,
LDD Bioscience Jatropha Curcas Dilution 6 CH,bottle of 100 ml Dilution,162,https://www.1mg.com/otc/ldd-bioscience-jatropha-curcas-dilution-6-ch-otc852035,MRP₹18010% OFF
Wheezal Silicea Dilution 1M,bottle of 30 ml Dilution,120,https://www.1mg.com/otc/wheezal-silicea-dilution-1m-otc925526,MRP₹13511% OFF
Wheezal Ammonium Aceticum Dilution 10M,bottle of 30 ml Dilution,245,https://www.1mg.com/otc/wheezal-ammonium-aceticum-dilution-10m-otc905668,MRP₹27511% OFF
Dr. Majumder Homeo World Acidum Muriaticum Dilution (30ml Each) 3X,combo pack of 6 bottles,1170,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-muriaticum-dilution-30ml-each-3x-otc851895,MRP₹156025% OFF
Dr Willmar Schwabe Germany Iris Versicolor Dilution 200,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-germany-iris-versicolor-dilution-200-otc696588,
Dr Willmar Schwabe India Selenium Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-selenium-dilution-200-ch-otc392274,
Lord's Chinium Sulph Trituration Tablet 3X,bottle of 450 gm Trituration Tablet,871,https://www.1mg.com/otc/lord-s-chinium-sulph-trituration-tablet-3x-otc563606,MRP₹9508% OFF
Wheezal Chaparoo Amargosa Dilution 10M,bottle of 30 ml Dilution,245,https://www.1mg.com/otc/wheezal-chaparoo-amargosa-dilution-10m-otc904620,MRP₹27511% OFF
Dr. Reckeweg Thiosinaminum Dilution 1000 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-thiosinaminum-dilution-1000-ch-otc331563,
Pioneer Pharma Spongia Tosta Globules Pellet Multidose Pills 1000 CH,bottle of 150 tablets,,https://www.1mg.com/otc/pioneer-pharma-spongia-tosta-globules-pellet-multidose-pills-1000-ch-otc912601,
Bakson's Homeopathy Senega Dilution 3X,bottle of 30 ml Dilution,92,https://www.1mg.com/otc/bakson-s-homeopathy-senega-dilution-3x-otc781912,MRP₹1008% OFF
ADEL Dioscorea V Mother Tincture Q,bottle of 20 ml Mother Tincture,298,https://www.1mg.com/otc/adel-dioscorea-v-mother-tincture-q-otc327696,MRP₹3001% OFF
SBL Arsenicum Album 0/5 LM,bottle of 20 gm Globules,,https://www.1mg.com/otc/sbl-arsenicum-album-0-5-lm-otc360866,
SBL Camphora 0/3 LM,bottle of 20 gm Globules,172,https://www.1mg.com/otc/sbl-camphora-0-3-lm-otc361861,MRP₹1857% OFF
Allen Anti Urticaria Combo (A56 + Derma Plus Cream),packet of 1 Kit,237,https://www.1mg.com/otc/allen-anti-urticaria-combo-a56-derma-plus-cream-otc378070,MRP₹2557% OFF
Bjain Urtica Urens Dilution 1000 CH,bottle of 30 ml Dilution,126,https://www.1mg.com/otc/bjain-urtica-urens-dilution-1000-ch-otc431131,MRP₹14010% OFF
Dr Willmar Schwabe India Lespedeza Sieboldii Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-lespedeza-sieboldii-dilution-12-ch-otc404852,
Bakson's Homeopathy Chicken Pox Dilution 1M,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-chicken-pox-dilution-1m-otc757405,MRP₹1409% OFF
Dr Willmar Schwabe India Calcarea Iodata Dilution 1000 CH,bottle of 30 ml Dilution,118,https://www.1mg.com/otc/dr-willmar-schwabe-india-calcarea-iodata-dilution-1000-ch-otc398339,MRP₹1202% OFF
SBL Aethiops Antimonialis Dilution 200 CH,bottle of 30 ml Dilution,107,https://www.1mg.com/otc/sbl-aethiops-antimonialis-dilution-200-ch-otc350699,MRP₹1157% OFF
Wheezal Aconitum Napellus 0/30 LM,bottle of 20 gm Drop,167,https://www.1mg.com/otc/wheezal-aconitum-napellus-0-30-lm-otc866103,MRP₹1807% OFF
Bjain Blatta Orientalis Mother Tincture Q,bottle of 100 ml Mother Tincture,,https://www.1mg.com/otc/bjain-blatta-orientalis-mother-tincture-q-otc444930,
Dr. Reckeweg Guaiacum Dilution 30 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-guaiacum-dilution-30-ch-otc326746,
Dr Willmar Schwabe India Agnus Castus Dilution 3X,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-agnus-castus-dilution-3x-otc395222,
Bjain Salvia Officinalis Mother Tincture Q,bottle of 100 ml Mother Tincture,307,https://www.1mg.com/otc/bjain-salvia-officinalis-mother-tincture-q-otc445139,MRP₹34511% OFF
Wheezal Plumbum Metallicum Globules 0/21 LM,bottle of 20 gm Globules,169,https://www.1mg.com/otc/wheezal-plumbum-metallicum-globules-0-21-lm-otc897784,MRP₹1806% OFF
Wheezal Graphites Globules 0/3 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-graphites-globules-0-3-lm-otc893532,MRP₹1807% OFF
Bakson's Homeopathy Allium Cepa Dilution 3X,bottle of 30 ml Dilution,92,https://www.1mg.com/otc/bakson-s-homeopathy-allium-cepa-dilution-3x-otc750141,MRP₹1008% OFF
Bakson's Homeopathy Antimonium Tartaricum Dilution 1000 CH,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-antimonium-tartaricum-dilution-1000-ch-otc752323,MRP₹1409% OFF
LDD Bioscience Opium Dilution 30 CH,bottle of 30 ml Dilution,85.5,https://www.1mg.com/otc/ldd-bioscience-opium-dilution-30-ch-otc843441,MRP₹9510% OFF
Sett Dey Sarsaparilla Mother Tincture,bottle of 30 ml Mother Tincture,111,https://www.1mg.com/otc/sett-dey-sarsaparilla-mother-tincture-otc872290,MRP₹17035% OFF
Dr. Majumder Homeo World Abrotanum Dilution (30ml Each) 12,combo pack of 3 bottles,624,https://www.1mg.com/otc/dr.-majumder-homeo-world-abrotanum-dilution-30ml-each-12-otc850585,MRP₹78020% OFF
Hapro Sulphur Dilution 10M,bottle of 100 ml Dilution,,https://www.1mg.com/otc/hapro-sulphur-dilution-10m-otc756134,
Bakson's Homeopathy Gambogia Dilution 30,bottle of 30 ml Dilution,92,https://www.1mg.com/otc/bakson-s-homeopathy-gambogia-dilution-30-otc762108,MRP₹1008% OFF
Bakson's Homeopathy Hypophysine Posterior Dilution 1000 CH,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-hypophysine-posterior-dilution-1000-ch-otc763871,MRP₹1409% OFF
Dr. Majumder Homeo World Acidum Tannicum Dilution (30ml Each) 30,combo pack of 3 bottles,624,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-tannicum-dilution-30ml-each-30-otc854085,MRP₹78020% OFF
Dr. Reckeweg Natrum Muriaticum Biochemic Tablet 6X,bottle of 20 gm Biochemic Tablet,,https://www.1mg.com/otc/dr.-reckeweg-natrum-muriaticum-biochemic-tablet-6x-otc476685,
ADEL Anti-Allergic Combo (ADEL 23 + Kalium Bichromicum Dilution 200 CH),packet of 1 Kit,459,https://www.1mg.com/otc/adel-anti-allergic-combo-adel-23-kalium-bichromicum-dilution-200-ch-otc375837,MRP₹460
Bjain Plantago Major Dilution 1000 CH,bottle of 12 ml Dilution,85,https://www.1mg.com/otc/bjain-plantago-major-dilution-1000-ch-otc701871,MRP₹10015% OFF
Bakson's Homeopathy Aegle Folia Dilution 6X,bottle of 30 ml Dilution,92,https://www.1mg.com/otc/bakson-s-homeopathy-aegle-folia-dilution-6x-otc749313,MRP₹1008% OFF
Medisynth Antimonium Tartaricum Dilution 30,bottle of 30 ml Dilution,90.3,https://www.1mg.com/otc/medisynth-antimonium-tartaricum-dilution-30-otc871990,MRP₹955% OFF
SBL Calcarea Ova Tosta Dilution 6 CH,bottle of 30 ml Dilution,93,https://www.1mg.com/otc/sbl-calcarea-ova-tosta-dilution-6-ch-otc351526,MRP₹1007% OFF
SBL Sulphur Dilution CM CH,bottle of 10 ml Dilution,,https://www.1mg.com/otc/sbl-sulphur-dilution-cm-ch-otc385346,
Bakson's Homeopathy Strychninum Valerianicum Dilution 30,bottle of 30 ml Dilution,91.5,https://www.1mg.com/otc/bakson-s-homeopathy-strychninum-valerianicum-dilution-30-otc785998,MRP₹1009% OFF
Prime Health Uk Beech Drop,bottle of 30 ml Drop,878,https://www.1mg.com/otc/prime-health-uk-beech-drop-otc933589,MRP₹97510% OFF
Wheezal Bryonia Alba Globules 0/19 LM,bottle of 20 gm Globules,169,https://www.1mg.com/otc/wheezal-bryonia-alba-globules-0-19-lm-otc886027,MRP₹1806% OFF
Bjain Apis Mellifica Dilution 6C,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-apis-mellifica-dilution-6c-otc716963,
SBL Chionanthus Virginica Dilution 30 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-chionanthus-virginica-dilution-30-ch-otc346156,
Bjain Natrum Muriaticum Globules 0/29 LM,bottle of 6 gm Globules,76.5,https://www.1mg.com/otc/bjain-natrum-muriaticum-globules-0-29-lm-otc835386,MRP₹8510% OFF
Bakson's Homeopathy Mentha Piperita Dilution 30,bottle of 30 ml Dilution,92,https://www.1mg.com/otc/bakson-s-homeopathy-mentha-piperita-dilution-30-otc765967,MRP₹1008% OFF
Pioneer Pharma Bio-Komz 11 Fever (25gm Each),combo pack of 2 bottles,162,https://www.1mg.com/otc/pioneer-pharma-bio-komz-11-fever-25gm-each-otc794729,MRP₹18010% OFF
Bjain Thiosinaminum Dilution 200 CH,bottle of 12 ml Dilution,58.5,https://www.1mg.com/otc/bjain-thiosinaminum-dilution-200-ch-otc699956,MRP₹6510% OFF
Bakson's Homeopathy Iodium Dilution CM,bottle of 30 ml Dilution,345,https://www.1mg.com/otc/bakson-s-homeopathy-iodium-dilution-cm-otc806242,MRP₹3758% OFF
LDD Bioscience Rhus Tox Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/ldd-bioscience-rhus-tox-dilution-1000-ch-otc839919,
Haslab Bico 22 Biochemic Compound Tablet,bottle of 20 gm Tablet,66.5,https://www.1mg.com/otc/haslab-bico-22-biochemic-compound-tablet-otc339562,MRP₹705% OFF
Wheezal Populus Candicans Dilution 30,bottle of 30 ml Dilution,89,https://www.1mg.com/otc/wheezal-populus-candicans-dilution-30-otc924030,MRP₹10011% OFF
Bjain Baryta Muriatica Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/bjain-baryta-muriatica-dilution-1000-ch-otc434997,
Dr Willmar Schwabe India Helonias Dioica Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-helonias-dioica-dilution-12-ch-otc403960,
SBL Lac Caninum Dilution 30 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-lac-caninum-dilution-30-ch-otc348070,
SBL Embelica Officinalis Dilution 6 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-embelica-officinalis-dilution-6-ch-otc352494,
Bakson's Homeopathy Cinnamonum Dilution 30,bottle of 30 ml Dilution,92,https://www.1mg.com/otc/bakson-s-homeopathy-cinnamonum-dilution-30-otc758009,MRP₹1008% OFF
Bjain Graphites Trituration Tablet 3X,bottle of 25 gm Trituration Tablet,140,https://www.1mg.com/otc/bjain-graphites-trituration-tablet-3x-otc484293,MRP₹15510% OFF
Pioneer Pharma Sarsaparilla Globules Pellet Multidose Pills 30 CH,bottle of 150 tablets,,https://www.1mg.com/otc/pioneer-pharma-sarsaparilla-globules-pellet-multidose-pills-30-ch-otc962755,
Dr Willmar Schwabe India Abrotanum Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-abrotanum-dilution-12-ch-otc397293,
Bakson's Homeopathy Alfavena Malt,jar of 300 gm Powder,,https://www.1mg.com/otc/bakson-s-homeopathy-alfavena-malt-otc624159,
SBL Chaparo Amargoso Dilution 30 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-chaparo-amargoso-dilution-30-ch-otc351769,
Bjain Rubia Tinctorum Mother Tincture Q,bottle of 30 ml Mother Tincture,198,https://www.1mg.com/otc/bjain-rubia-tinctorum-mother-tincture-q-otc445038,MRP₹22010% OFF
Dr Willmar Schwabe India Strontium Carbonicum Dilution 1000 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-strontium-carbonicum-dilution-1000-ch-otc406042,
Dr Willmar Schwabe India Acidum Nitricum Dilution 200 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-acidum-nitricum-dilution-200-ch-otc397497,
Sett Dey Calcarea Sulphuratum Dilution 30,bottle of 30 ml Dilution,76.5,https://www.1mg.com/otc/sett-dey-calcarea-sulphuratum-dilution-30-otc903254,MRP₹9015% OFF
Bjain Staphylococcus Aureus Dilution 200 CH,bottle of 100 ml Dilution,171,https://www.1mg.com/otc/bjain-staphylococcus-aureus-dilution-200-ch-otc432934,MRP₹19010% OFF
Sett Dey Trillium Pendulum Dilution 30,bottle of 30 ml Dilution,72,https://www.1mg.com/otc/sett-dey-trillium-pendulum-dilution-30-otc909607,MRP₹9020% OFF
ADEL Gnaphalium Pol. Dilution 3X,bottle of 10 ml Dilution,144,https://www.1mg.com/otc/adel-gnaphalium-pol.-dilution-3x-otc763838,MRP₹1451% OFF
Dr. Reckeweg Cadmium Sulf Dilution 200 CH,bottle of 11 ml Dilution,,https://www.1mg.com/otc/dr.-reckeweg-cadmium-sulf-dilution-200-ch-otc335834,
Bakson's Homeopathy Placenta Dilution 200,bottle of 30 ml Dilution,105,https://www.1mg.com/otc/bakson-s-homeopathy-placenta-dilution-200-otc783969,MRP₹1159% OFF
Dr Willmar Schwabe India Thuja Occidentalis Dilution 12 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-thuja-occidentalis-dilution-12-ch-otc406385,
Bakson's Homeopathy Lac Vaccinum Dilution 30,bottle of 30 ml Dilution,92,https://www.1mg.com/otc/bakson-s-homeopathy-lac-vaccinum-dilution-30-otc765143,MRP₹1008% OFF
Pioneer Pharma Stannum Metallic Globules Pellet Multidose Pills 30 CH,bottle of 150 tablets,,https://www.1mg.com/otc/pioneer-pharma-stannum-metallic-globules-pellet-multidose-pills-30-ch-otc962795,
Bjain Calcarea Fluorica Dilution 6C,bottle of 12 ml Dilution,,https://www.1mg.com/otc/bjain-calcarea-fluorica-dilution-6c-otc715619,
Wheezal Kali Phosphoricum Globules 0/3 LM,bottle of 20 gm Globules,178,https://www.1mg.com/otc/wheezal-kali-phosphoricum-globules-0-3-lm-otc895836,MRP₹1801% OFF
SBL Silicea 0/1 LM,bottle of 20 gm Globules,,https://www.1mg.com/otc/sbl-silicea-0-1-lm-otc363597,
Dr. Majumder Homeo World Acdoins Vernalis Dilution (30 ml Each) 6 CH,combo pack of 6 bottles,1170,https://www.1mg.com/otc/dr.-majumder-homeo-world-acdoins-vernalis-dilution-30-ml-each-6-ch-otc858453,MRP₹156025% OFF
Dr. Reckeweg R18 Kidney And Bladder Drop,bottle of 22 ml Drop,,https://www.1mg.com/otc/dr.-reckeweg-r18-kidney-and-bladder-drop-otc326065,
SBL Ocimum Sanctum Dilution 30 CH,bottle of 30 ml Dilution,,https://www.1mg.com/otc/sbl-ocimum-sanctum-dilution-30-ch-otc355299,
LDD Bioscience LD 13 Essentia Aurea-Gold Drop,bottle of 30 ml Drop,155,https://www.1mg.com/otc/ldd-bioscience-ld-13-essentia-aurea-gold-drop-otc722404,MRP₹1603% OFF
Dr. Reckeweg R21 Reconstituant Drop,bottle of 22 ml Drop,,https://www.1mg.com/otc/dr.-reckeweg-r21-reconstituant-drop-otc327478,
Wheezal Ferrum Metallicum Globules 0/18 LM,bottle of 20 gm Globules,167,https://www.1mg.com/otc/wheezal-ferrum-metallicum-globules-0-18-lm-otc892907,MRP₹1807% OFF
Dr Willmar Schwabe India Alloxan Dilution 30 CH,bottle of 30 ml Dilution,99,https://www.1mg.com/otc/dr-willmar-schwabe-india-alloxan-dilution-30-ch-otc395503,MRP₹1001% OFF
Sett Dey Anacardium Orientale Dilution 30,bottle of 30 ml Dilution,73.1,https://www.1mg.com/otc/sett-dey-anacardium-orientale-dilution-30-otc834565,MRP₹8615% OFF
Dr. Reckeweg Lathyrus Sat Mother Tincture Q,bottle of 20 ml Mother Tincture,,https://www.1mg.com/otc/dr.-reckeweg-lathyrus-sat-mother-tincture-q-otc327791,
SBL Stigmata Maydis Mother Tincture Q,bottle of 30 ml Mother Tincture,,https://www.1mg.com/otc/sbl-stigmata-maydis-mother-tincture-q-otc338582,
Bjain Plumbum Metallicum Dilution 200 CH,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-plumbum-metallicum-dilution-200-ch-otc435215,
Dr Willmar Schwabe India Cicuta Virosa Dilution 10M CH,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-india-cicuta-virosa-dilution-10m-ch-otc399180,
Dr Willmar Schwabe Germany Dilution Rhus Aromatica 30,bottle of 10 ml Dilution,,https://www.1mg.com/otc/dr-willmar-schwabe-germany-dilution-rhus-aromatica-30-otc697833,
Hering Pharma Arsenic Alb Dilution 30,bottle of 30 ml Dilution,78.9,https://www.1mg.com/otc/hering-pharma-arsenic-alb-dilution-30-otc641856,MRP₹9517% OFF
Bakson's Homeopathy Hydrastininum Muriaticum Dilution 1000 CH,bottle of 30 ml Dilution,128,https://www.1mg.com/otc/bakson-s-homeopathy-hydrastininum-muriaticum-dilution-1000-ch-otc763553,MRP₹1409% OFF
Bjain Chelidonium Majus Dilution 3X,bottle of 100 ml Dilution,,https://www.1mg.com/otc/bjain-chelidonium-majus-dilution-3x-otc438650,
